math_score,science_score,programming_skill,communication_skill,creativity,interest_area,experience_years,career
90,75,High,Medium,Low,Technology,4,Backend Developer
95,73,Low,High,High,Technology,3,UI/UX Designer
83,77,High,Medium,Low,Technology,5,ML Engineer (Junior)
74,82,High,Medium,Low,Technology,2,Software Engineer
85,91,Medium,High,Low,Technology,3,QA Engineer
71,88,High,High,Low,Technology,1,Software Engineer
91,75,High,Medium,Low,Technology,3,Cyber Security Analyst
77,84,Medium,Medium,Low,Technology,1,Junior Software Engineer
90,76,High,Medium,Low,Technology,1,DevOps Engineer (Junior)
72,93,Medium,Medium,Medium,Technology,0,Web Developer
79,79,High,Medium,Low,Technology,0,ML Engineer (Junior)
82,93,Medium,Medium,Low,Technology,3,Data Analyst
82,74,High,Medium,Low,Technology,0,Data Scientist (Junior)
92,77,High,High,Low,Technology,5,Backend Developer
76,77,High,High,Low,Technology,2,Cloud Engineer (Junior)
89,94,Medium,High,Low,Technology,1,QA Engineer
76,79,High,Medium,Low,Technology,1,Cloud Engineer (Junior)
78,70,High,High,Low,Technology,0,Data Scientist (Junior)
91,86,Medium,High,High,Technology,2,Frontend Developer
82,85,Medium,Medium,High,Technology,1,Frontend Developer
91,91,Medium,Medium,High,Technology,0,Frontend Developer
92,75,High,High,Low,Technology,0,Cyber Security Analyst
78,87,Medium,Medium,Medium,Technology,3,Web Developer
93,95,Medium,High,Medium,Technology,3,Web Developer
71,93,Medium,High,Low,Technology,0,Junior Software Engineer
75,70,High,Medium,Low,Technology,2,Backend Developer
75,80,Low,High,High,Technology,0,UI/UX Designer
84,89,Medium,Medium,Low,Technology,2,Junior Software Engineer
78,71,Medium,High,Low,Technology,0,QA Engineer
82,80,High,High,Low,Technology,0,Backend Developer
83,79,High,High,Low,Technology,1,ML Engineer (Junior)
76,86,High,High,Low,Technology,0,Data Scientist (Junior)
70,76,Medium,Medium,Medium,Technology,2,Web Developer
72,70,Medium,High,Low,Technology,1,Data Analyst
84,93,High,Medium,Low,Technology,3,Cyber Security Analyst
83,75,Medium,Medium,Low,Technology,0,QA Engineer
79,88,Medium,High,Medium,Technology,0,Web Developer
93,82,Medium,High,Low,Technology,1,QA Engineer
78,85,High,Medium,Low,Technology,0,Cloud Engineer (Junior)
78,87,Medium,Medium,Low,Technology,1,Data Analyst
